"series","episode","first_name","last_name","baker_age","baker_occupation","hometown","signature_bake","show_stopper","technical","result","viewers"
"5",5,"Martha","Collison",17,"Student","Ascot, Berkshire","Pistachio, Apricot and Honey Custard Tart","Three Little Pigs Pie",1,"IN",9.95
"5",5,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent","Rice Custard Tart with Mangoes and Raspberries","Fusion Tiered Pies",2,"IN",9.95
"5",5,"Richard","Burr",38,"Builder","Mill Hill, London","Fig and Orange Tart","Three Course Autumn Pie Feast",7,"IN",9.95
"5",5,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire","Tropical Manchester Tart","Four Fruity Seasons Tower",6,"IN",9.95
"5",5,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies",3,"STAR BAKER",9.95
"5",5,"Norman","Calder",66,"Retired Naval Officer","Portknockie, Moray","Tarte au Citron","Pieful Tower",5,"OUT",9.95
"5",6,"Martha","Collison",17,"Student","Ascot, Berkshire","Dark Chocolate and Almond Liqueur Savarin","Chess-Themed Chocolate and Salted Caramel Dobos Torte",4,"IN",10.13
"5",6,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent","Orange Savarin with Cinnamon Cream","Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream",2,"STAR BAKER",10.13
"5",6,"Richard","Burr",38,"Builder","Mill Hill, London","Fruity Guglhupf with an Orange Glaze","Sugar Forest Dobos Torte",5,"IN",10.13
"5",6,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire","Apple and Cinnamon Kugelhopf with Honeyed Apples","The Cage on the Rocky Hill",3,"IN",10.13
"5",6,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire","Rum Punch Savarin with Coconut Cream and Tropical Fruits","Chocolate and Caramel Dobos Torte",1,"IN",10.13
"5",6,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes",6,"IN",10.13
"5",7,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent","Crispy Lentil Kachori","Chocolate and Mango & Lemon Meringue Éclairs",6,"IN",10.28
"5",7,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire","Spicy Duck Pasties","Smoked Salmon and Horseradish & Raspberry Ripple Éclairs",2,"IN",10.28
"5",7,"Kate","Henry",41,"Furniture Restorer","Brighton, East Sussex","Spinach and Paneer Spicy Samosa","Neapolitan & Lemon Meringue Éclairs",4,"OUT",10.28
"5",7,"Richard","Burr",38,"Builder","Mill Hill, London","Minted Lamb Pasties","Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",1,"STAR BAKER",10.28
"5",7,"Martha","Collison",17,"Student","Ascot, Berkshire","Mini Beef Wellingtons","Rhubarb and Custard & Maple Syrup and Bacon Éclairs",3,"IN",10.28
"5",7,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire","Childhood Empanadas","Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",5,"IN",10.28
"5",8,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire","Lincolnshire Plum Braid","Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",3,"IN",9.023
"5",8,"Martha","Collison",17,"Student","Ascot, Berkshire","Spiced Plum Iced Bread Swirl","Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts",5,"OUT",9.023
"5",8,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire","Black Forest Cherry Tree","Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",2,"IN",9.023
"5",8,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent","Date and Walnut Swirl Bread","Chocolate Mousse Filled DoughnutsBraided Doughnuts",1,"IN",9.023
"5",8,"Richard","Burr",38,"Builder","Mill Hill, London","Fruit Swedish Tea Ring","Rhubarb and Custard and Toffee Apple Doughnuts",4,"STAR BAKER",9.023
"5",9,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire","Indian Rose BaklavaHalwa Baklava Rolls","Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",1,"IN",10.67
"5",9,"Richard","Burr",38,"Builder","Mill Hill, London","Rose and Pistachio BaklavaWalnut and Almond Baklava","Hazelnut Mocha EntremetsPink Grapefruit Entremets",2,"STAR BAKER",10.67
"5",9,"Chetna","Makan",35,"Fashion Designer","Broadstairs, Kent","Chocolate Orange Baklava Masala Chai Baklava","Chocolate, Orange & Nut EntremetsCappuccino Entremets",4,"OUT",10.67
"5",9,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire","Coffee and Chocolate BaklavaBreakfast Baklava","Raspberry NonnettesLime and Passion Fruit Entremets",3,"IN",10.67
"5",10,"Nancy","Birtwhistle",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire","Apple and Lemon KitesRaspberry and Almond Croissants","Red Windmill",1,"WINNER",13.51
"5",10,"Luis","Troyano",42,"Graphic Designer","Poynton, Cheshire","Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese","Village in Chocolate",2,"Runner-up",13.51
"5",10,"Richard","Burr",38,"Builder","Mill Hill, London","Pear Pain au ChocolatPain Au Lait","Mill on the Hill",3,"Runner-up",13.51
"6",1,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Blood Orange Madeira Cake","Black Forest Gâteau",6,"IN",11.62
"6",1,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Somewhere West of Madeira Cake","Black Forest Cherry Tree",8,"IN",11.62
"6",1,"Stu","Henshall",35,"Professional musician","Guildford, Surrey","Marley Madeira Cake","Purple Forest Gâteau",11,"OUT",11.62
"6",1,"Tamal","Ray",29,"Trainee anaesthetist","Manchester","Pistachio and Rose Madeira Cake","Black Forest Gâteau in a Chocolate Shell",4,"IN",11.62
"6",1,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire","Madeira Cake with Almond Liqueur and Chopped Apricots","Black Forest Gâteau",9,"IN",11.62
"6",1,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania","Lemon and Thyme Madeira Cake","Falling Cup Gâteau",1,"IN",11.62
"6",1,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire","Madeira Cake with Candied Lemons","Enchanted Forest Gâteau",5,"IN",11.62
"6",1,"Paul","Jagger",49,"Prison governor","Swansea, Wales","Lemon, Ginger and Caraway Seed Madeira Cake","Black Forest Chocolate Creation",10,"IN",11.62
"6",1,"Mat","Riley",37,"Fire fighter","London","Gin and Tonic Madeira Cake","Black Forest Gateau",7,"IN",11.62
"6",1,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire","Orange Vanilla and Fig Madeira Cake","Black Forest Gâteau",2,"IN",11.62
"6",1,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire","Zingy Citrus Madeira Cake","A Walk in the Black Forest",3,"STAR BAKER",11.62
"6",1,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton","Orange and Green Cardamom Madeira Cake","Quadruple Chocolate Black Forest Gâteau",12,"IN",11.62
"6",2,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire","Chocolate Chunk and Hazelnut Biscotti","Sundried Tomato Cheese Biscuit Box",4,"IN",11.59
"6",2,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire","Almond and Apricot Biscotti with Amber Sugar Crystals","Box of Frogs",1,"IN",11.59
"6",2,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Wedding Biscotti","Honey and Earl Grey Tea Box",2,"IN",11.59
"6",2,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire","Jackfruit, Pistachio and Macadamia Biscotti","Gingerbread Box filled with Brandy Snaps",6,"IN",11.59
"6",2,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton","Coconut, Fennel and Pistachio Biscotti","Box of Fortunes",9,"IN",11.59
"6",2,"Paul","Jagger",49,"Prison governor","Swansea, Wales","Chocolate, Hazelnut and Fig Biscotti","Memory Box",10,"IN",11.59
"6",2,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Orange, Rosemary and Almond Biscotti","Sandwich de la Confiture",3,"STAR BAKER",11.59
"6",2,"Tamal","Ray",29,"Trainee anaesthetist","Manchester","Cinnamon, Maple and Cranberry Biscotti","Chessboard Box",8,"IN",11.59
"6",2,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania","White Wine Biscotti","Baby Climbing into the Cookie Box",7,"IN",11.59
"6",2,"Mat","Riley",37,"Fire fighter","London","Pistachio, Cranberry and White Chocolate Biscotti","Gingerbread Fire Engine",5,"IN",11.59
"6",2,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire","Biscotti Italiano","Russian Box",11,"OUT",11.59
"6",3,"Tamal","Ray",29,"Trainee anaesthetist","Manchester","Fig, Cheese and Walnut Breads","Breadcycle",3,"IN",12.01
"6",3,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire","Walnut and Stilton Soda Breads","Unmade Bread",6,"OUT",12.01
"6",3,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire","Soda Breads with Smoked Bacon and Onion","Basket of Bread Flowers with a Walnut and Blue Cheese Centre",7,"IN",12.01
"6",3,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania","Chocolate Quick Breads with Salted Caramel Sauce","Easter Basket",5,"IN",12.01
"6",3,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire","Prosciutto, Manchego and Balsamic Onion Soda Breads","Cornucopia",4,"IN",12.01
"6",3,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Fig and Hazelnut Rye Breads","Herb Couture",2,"IN",12.01
"6",3,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Wild Garlic Pesto Soda Breads","Flour Power",1,"STAR BAKER",12.01
"6",3,"Mat","Riley",37,"Fire fighter","London","Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads","Curry Inspired Brighton Pavilion",8,"IN",12.01
"6",3,"Paul","Jagger",49,"Prison governor","Swansea, Wales","Cranberry and Orange Sweet Soda Breads","King of the Jungle",10,"IN",12.01
"6",3,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton","Mexican Bread with Warm Tomato Salsa","Snake Charmer's Basket",9,"IN",12.01
"6",4,"Tamal","Ray",29,"Trainee anaesthetist","Manchester","Rhubarb and Ginger Crème Brûlées","Mango, Hazelnut and Rosemary Cheesecake Trio",5,"IN",12.36
"6",4,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire","Pontefract Crème Brûlées","Cassata, Whisky and Orange & Apple Pie Cheesecakes",6,"OUT",12.36
"6",4,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton","Cinnamon Tea Crème Brûlées","Fizzy Pop Cheesecakes",8,"IN",12.36
"6",4,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania","Marula Fruit and Coffee Liqueur Crème Brûlées","Lime, Coconut and Hazelnut Cheesecakes",2,"IN",12.36
"6",4,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Rhubarb and Ginger Crème Brûlées","Elderflower and Granola Cheesecakes",3,"IN",12.36
"6",4,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Pomegranate Two Ways Crème Brûlées","Trio of Spicy and Herby Baked Cheesecakes",4,"STAR BAKER",12.36
"6",4,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire","Blackberry Crème Brûlées","Tower of Fruits Cheesecakes",9,"IN",12.36
"6",4,"Paul","Jagger",49,"Prison governor","Swansea, Wales","Almond Crème Brûlées","Berry Cheesecake Tower",1,"IN",12.36
"6",4,"Mat","Riley",37,"Fire fighter","London","Coconut Crème Brûlées","Chocolate Bar Cheesecakes",7,"IN",12.36
"6",5,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania","Chocolate and Hazelnut Sugar-Free Cake","Chocolate, Peanut Butter and Grape Jam Roll",6,"OUT",12.39
"6",5,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Honey and Flowers Cake","Dessert Island",5,"IN",12.39
"6",5,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Pistachio, Apple and Cardamom Madeleine Cake","Chocolate and Pear Bûche",3,"IN",12.39
"6",5,"Tamal","Ray",29,"Trainee anaesthetist","Manchester","Honey and Grapefruit Polenta Cake","Passion Fruit and Pineapple Ice Cream Roll",7,"IN",12.39
"6",5,"Paul","Jagger",49,"Prison governor","Swansea, Wales","Carrot & Pecan Cake","Dessert Island Getaway",2,"IN",12.39
"6",5,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton","Naked Blueberry and Caraway Crunch Cake","Chocolate and Strawberry Lime Ice Cream Roll",1,"STAR BAKER",12.39
"6",5,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire","Pineapple Upside Down Cake","Buko Pandan, Mango and Passion Fruit Ice Cream Roll",8,"IN",12.39
"6",5,"Mat","Riley",37,"Fire fighter","London","Sugar Free Carrot Cake","Raspberry and Coconut Ice Cream Roll",4,"IN",12.39
"6",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton","Bay Leaf, Rong Tea and Pear Tart","Bengali Korma and Clementine with Cod Vol-au-vents",4,"IN",12
"6",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire","Plum Frangipane Tart","Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents",6,"OUT",12
"6",6,"Tamal","Ray",29,"Trainee anaesthetist","Manchester","Spiced Pear Frangipane Tart","Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents",7,"IN",12
"6",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales","Christmas Frangipane Tart","Savoury and Sweet Bouchées",5,"IN",12
"6",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Apricot and Rosemary Frangipane Tart","Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents",2,"IN",12
"6",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Pear and Raspberry Frangipane Tart","vol-au-vents Terre et Mer",3,"IN",12
"6",6,"Mat","Riley",37,"Fire fighter","London","Piña Colada Frangipane Tart","His 'n' Hers Vol-au-vents",1,"STAR BAKER",12
"6",7,"Tamal","Ray",29,"Trainee anaesthetist","Manchester","Middle Eastern Game Pie","Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",3,"STAR BAKER",12.35
"6",7,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton","Aromatic Raised Game Pie","Mango and Raspberry Charlotte Russe",1,"IN",12.35
"6",7,"Paul","Jagger",49,"Prison governor","Swansea, Wales","Not a Boaring Pie","Charlotte Rose",2,"IN",12.35
"6",7,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Roadkill Pie","Victoria's Crown Charlotte Russe",5,"IN",12.35
"6",7,"Mat","Riley",37,"Fire fighter","London","Raised Venison and Pigeon Pie","Strawberry Charlotte Russe",6,"OUT",12.35
"6",7,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Game Pie with Shallot and Apple Chutney","Raspberry, Pomegranate and Champagne Charlotte Russe",4,"IN",12.35
"6",8,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton","Rose Pistachio and Mocha Hazelnut Horns","Bubble Gum and Peppermint Cream Religieuse à l'ancienne",1,"STAR BAKER",11.09
"6",8,"Tamal","Ray",29,"Trainee anaesthetist","Manchester","Lime & Mascarpone and Malt Cream Horns","Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne",4,"IN",11.09
"6",8,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Mont Blanc & Black Forest Gâteau Horns","Nun with Hidden Passions",2,"IN",11.09
"6",8,"Paul","Jagger",49,"Prison governor","Swansea, Wales","Café Tipple & Banana Crunch-away Horns","Religieuse à l'ancienne",5,"OUT",11.09
"6",8,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns","Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne",3,"IN",11.09
"6",9,"Tamal","Ray",29,"Trainee anaesthetist","Manchester","Chocolate New York Pie","Chocolate Bell Tower",2,"IN",12.65
"6",9,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton","Peanut Salted Caramel and Chocolate Tart","Peacock in Nan's Door",4,"STAR BAKER",12.65
"6",9,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Chocolate and Bay Tart","Chocolate Well",3,"IN",12.65
"6",9,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross","Passion Fruit and Chocolate Tart","Cocoa Carousel",1,"OUT",12.65
"6",10,"Tamal","Ray",29,"Trainee anaesthetist","Manchester","Cinnamon and Apple & Toffee and Marmalade Iced Buns","Sticky Toffee Pudding Cake",3,"Runner-up",15.05
"6",10,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton","Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers","My Big Fat British Wedding Cake",1,"WINNER",15.05
"6",10,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire","Elderflower and Lemon & Spiced Buns","Colossal Curvy Carrot Cake",2,"Runner-up",15.05
"7",1,"Lee","Banfield",67,"Pastor","Bolton","St. Clements Orange and Lemon Drizzle Cake","Strawberry Surprise Mirror Cake",11,"OUT",13.58
"7",1,"Jane","Beedle",61,"Garden designer","Beckenham","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake",7,"STAR BAKER",13.58
"7",1,"Louise","Williams",46,"Hairdresser","Cardiff","Orange Liqueur and Lemonade Drizzle Cake","White Chocolate Trifle Mirror Glaze Cake",9,"IN",13.58
"7",1,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil","Mum's Orange and Lemon Drizzle","Chocolate Sponge with Four Fruit Frosting",10,"IN",13.58
"7",1,"Rav","Bansal",28,"Student support","Erith","Ginger Spice Yuzu Drizzle Cake","Colombian Mocha Mirror Glaze Cake",8,"IN",13.58
"7",1,"Kate","Barmby",37,"Nurse","Brooke, Norfolk","Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake",4,"IN",13.58
"7",1,"Benjamina","Ebuehi",23,"Teaching assistant","South London","Pistachio, Cardamom and Lemon Drizzle Cake","White Chocolate Mirror Glaze with Salted Praline Buttercream",6,"IN",13.58
"7",1,"Michael","Georgiou",20,"Student","Durham","Lime, Ginger and Honey Drizzle Cake","Matcha Tea Chocolate Mirror Glaze",3,"IN",13.58
"7",1,"Tom","Gilliford",26,"Project engagement manager","Rochdale","G&T Drizzle Cake","Black Forest Broken Mirror",2,"IN",13.58
"7",1,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake",12,"IN",13.58
"7",1,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Raspberry and Rhubarb Drizzle Custard Bundt Cake","Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",5,"IN",13.58
"7",1,"Selasi","Gbormittah",30,"Client service associate","London","Citrus and Spice Drizzle Cake","Raspberry, Sloe and White Chocolate Mirror Glaze Cake",1,"IN",13.58
"7",2,"Benjamina","Ebuehi",23,"Teaching assistant","South London","Bouquet Biscuits","New York, New York",3,"IN",13.45
"7",2,"Rav","Bansal",28,"Student support","Erith","Union Jack Bunting Biscuits","Gingerbread Christmas Fairground",6,"IN",13.45
"7",2,"Michael","Georgiou",20,"Student","Durham","Malt, Chocolate and Orange Iced ""Beer"" Biscuits","Trip to See Santa in Lapland",9,"IN",13.45
"7",2,"Kate","Barmby",37,"Nurse","Brooke, Norfolk","""A Biscuit for the Broads""","""I Promise I will do my best""",1,"IN",13.45
"7",2,"Tom","Gilliford",26,"Project engagement manager","Rochdale","Chai Frappelatteccino Biscuits","Tom and Pod's Near Death Experience",7,"IN",13.45
"7",2,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Salted Caramel, Chocolate Iced Shiny Hearts","Gingerbread Pub with Sticky Ginger Carpet",8,"STAR BAKER",13.45
"7",2,"Louise","Williams",46,"Hairdresser","Cardiff","Baa Bara Brith Biscuits","Gingerbread Wedding",10,"OUT",13.45
"7",2,"Jane","Beedle",61,"Garden designer","Beckenham","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat",2,"IN",13.45
"7",2,"Selasi","Gbormittah",30,"Client service associate","London","""Wheelie Hot Iced Biscuits""","Stained Glass Window Gingerbread Church",11,"IN",13.45
"7",2,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Beehive Biscuits","Punting in Cambridge",4,"IN",13.45
"7",2,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil","Sunday Treat Iced Ice Cream Cone Biscuits","From Holland to New York via Yorkshire",5,"IN",13.45
"7",3,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf","Italian Light and Dark Rye Twist",3,"IN",13.01
"7",3,"Michael","Georgiou",20,"Student","Durham","Chocolate and Chilli Swirl Plait","Cypriot Dove and Olive Branch Plaited Loaf with Houmous",7,"OUT",13.01
"7",3,"Kate","Barmby",37,"Nurse","Brooke, Norfolk","Cobbled Loaf","The Corn Maiden",8,"IN",13.01
"7",3,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil","Double Chocolate Cinnamon Twist Loaf","""And They All Went Into The Ark To Get Out Of The Rain""",1,"IN",13.01
"7",3,"Selasi","Gbormittah",30,"Client service associate","London","Chocolate, Orange and Cinnamon Bread","Bedouin Escape Tear and Share Bread",5,"IN",13.01
"7",3,"Tom","Gilliford",26,"Project engagement manager","Rochdale","Chocolate Orange and Chilli Swirl Bread","Jörmungandr and Mjölnir",4,"STAR BAKER",13.01
"7",3,"Rav","Bansal",28,"Student support","Erith","Chocolate, Cardamom and Hazelnut Loaf","Three Tier Diwali Bread Centrepiece",10,"IN",13.01
"7",3,"Benjamina","Ebuehi",23,"Teaching assistant","South London","Chocolate, Tahini and Almond Babka","Braided Bread Heart",6,"IN",13.01
"7",3,"Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre",9,"IN",13.01
"7",3,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Chocolate Barmbrack Bread","Braided Harvest Bread Basket",2,"IN",13.01
"7",4,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Yorkshire Wellingtons","Two-Way Peanut Butter Churros",2,"IN",13.29
"7",4,"Tom","Gilliford",26,"Project engagement manager","Rochdale","West Yorkshire Fusion Puddings","Fennel Churros Snake In The Grass",5,"IN",13.29
"7",4,"Selasi","Gbormittah",30,"Client service associate","London","Perfect Sunday Roast Accompaniment","Lemon and Anise Churros",8,"IN",13.29
"7",4,"Rav","Bansal",28,"Student support","Erith","Thai Tofu Panang Yorkshires","Three Dip Matcha Pistachio Churros",9,"IN",13.29
"7",4,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Yorkshire 'Tapas' Puddings","Churros Window Box",4,"IN",13.29
"7",4,"Kate","Barmby",37,"Nurse","Brooke, Norfolk","Christmas Dinner Compromise","Hot Cross Bunny Churros",7,"OUT",13.29
"7",4,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil","Mum's Chilli Yorkshire Puddings","Orange Chocolate Churros",6,"IN",13.29
"7",4,"Benjamina","Ebuehi",23,"Teaching assistant","South London","Red Onion Chutney, Brie and Bacon Yorkshire Puddings","Tropical Churros",1,"STAR BAKER",13.29
"7",4,"Jane","Beedle",61,"Garden designer","Beckenham","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros",3,"IN",13.29
"7",5,"Selasi","Gbormittah",30,"Client service associate","London","Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",3,"IN",13.12
"7",5,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites",6,"IN",13.12
"7",5,"Jane","Beedle",61,"Garden designer","Beckenham","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",1,"IN",13.12
"7",5,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil","Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",7,"OUT",13.12
"7",5,"Tom","Gilliford",26,"Project engagement manager","Rochdale","Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers","Yin and Yang Amuse-bouche",4,"IN",13.12
"7",5,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",2,"STAR BAKER",13.12
"7",5,"Benjamina","Ebuehi",23,"Teaching assistant","South London","'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels","Plantain and Spinach Samosas and Chai Pear Cups",5,"IN",13.12
"7",5,"Rav","Bansal",28,"Student support","Erith","Cinnamon Swirls and Pecan, Walnut and Maple Plaits","Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas",8,"IN",13.12
"7",6,"Tom","Gilliford",26,"Project engagement manager","Rochdale","Blood Orange Halloween Pumpkin Pie","Floral Tea Cake",1,"STAR BAKER",13.13
"7",6,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Lime, Coconut and Lemongrass Sugar Meringue Pie","Four Seasons Cake",5,"IN",13.13
"7",6,"Selasi","Gbormittah",30,"Client service associate","London","Grapefruit, Orange and Mint Meringue Pie","Three Tiered Ombré Floral Cake",7,"IN",13.13
"7",6,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio",6,"IN",13.13
"7",6,"Jane","Beedle",61,"Garden designer","Beckenham","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar",4,"IN",13.13
"7",6,"Rav","Bansal",28,"Student support","Erith","Mandarin Margarita Meringue Pie","Blossom Cake",3,"OUT",13.13
"7",6,"Benjamina","Ebuehi",23,"Teaching assistant","South London","Grapefruit and Ginger Meringue Pie","Floral Tea Cake",2,"IN",13.13
"7",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale","Millionaire's Roulade","Hipster Picnic",5,"OUT",13.45
"7",7,"Jane","Beedle",61,"Garden designer","Beckenham","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",4,"IN",13.45
